query_acc	subject_acc	perc_ident	align_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score
1__1_partial_1-cat_1	46R-Month3-19_2	98.333	60	1	0	30264	30323	195484	195543	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-18_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-18_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-18_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-17_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-17_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-17_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-16_1	100	35318	0	0	1	35318	3200362	3235679	0	65221
1__1_partial_1-cat_1	46R-Month3-16_1	98.333	60	1	0	31067	31126	3230625	3230684	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-16_1	98.333	60	1	0	30264	30323	3231428	3231487	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-14_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-14_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-14_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-12_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-12_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-12_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-11_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-11_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-11_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-10_1	100	35318	0	0	1	35318	3200588	3235905	0	65221
1__1_partial_1-cat_1	46R-Month3-10_1	98.333	60	1	0	31067	31126	3230851	3230910	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-10_1	98.333	60	1	0	30264	30323	3231654	3231713	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-8_1	100	35318	0	0	1	35318	2396456	2431773	0	65221
1__1_partial_1-cat_1	46R-Month1-8_1	98.333	60	1	0	31067	31126	2426719	2426778	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-8_1	98.333	60	1	0	30264	30323	2427522	2427581	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-7_2	100	35318	0	0	1	35318	232518	267835	0	65221
1__1_partial_1-cat_1	46R-Month1-7_2	98.333	60	1	0	31067	31126	262781	262840	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-7_2	98.333	60	1	0	30264	30323	263584	263643	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-6_1	100	35318	0	0	1	35318	4340007	4304690	0	65221
1__1_partial_1-cat_1	46R-Month1-6_1	96.825	63	2	0	30264	30326	4308941	4308879	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-6_1	96.825	63	2	0	31067	31129	4309744	4309682	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-5_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month1-5_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-5_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-4_6	100	35318	0	0	1	35318	115181	79864	0	65221
1__1_partial_1-cat_1	46R-Month1-4_6	96.825	63	2	0	30264	30326	84115	84053	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-4_6	96.825	63	2	0	31067	31129	84918	84856	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-3_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month1-3_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-3_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-2_1	100	35318	0	0	1	35318	7248	42565	0	65221
1__1_partial_1-cat_1	46R-Month1-2_1	98.333	60	1	0	31067	31126	37511	37570	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-2_1	98.333	60	1	0	30264	30323	38314	38373	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-24_1	100	35318	0	0	1	35318	2788480	2823797	0	65221
1__1_partial_1-cat_1	46R-Month1-24_1	98.333	60	1	0	31067	31126	2818743	2818802	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-24_1	98.333	60	1	0	30264	30323	2819546	2819605	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-23_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month1-23_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-23_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-21_1	100	35318	0	0	1	35318	487269	522586	0	65221
1__1_partial_1-cat_1	46R-Month1-21_1	98.333	60	1	0	31067	31126	517532	517591	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-21_1	98.333	60	1	0	30264	30323	518335	518394	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-20_1	100	35318	0	0	1	35318	3200637	3235954	0	65221
1__1_partial_1-cat_1	46R-Month1-20_1	98.333	60	1	0	31067	31126	3230900	3230959	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-20_1	98.333	60	1	0	30264	30323	3231703	3231762	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-19_6	100	35318	0	0	1	35318	164418	199735	0	65221
1__1_partial_1-cat_1	46R-Month1-19_6	98.333	60	1	0	31067	31126	194681	194740	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-19_6	98.333	60	1	0	30264	30323	195484	195543	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-18_7	100	35318	0	0	1	35318	164478	199795	0	65221
1__1_partial_1-cat_1	46R-Month1-18_7	98.333	60	1	0	31067	31126	194741	194800	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-18_7	98.333	60	1	0	30264	30323	195544	195603	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-17_2	100	35318	0	0	1	35318	653624	618307	0	65221
1__1_partial_1-cat_1	46R-Month1-17_2	96.825	63	2	0	30264	30326	622558	622496	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-17_2	96.825	63	2	0	31067	31129	623361	623299	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-16_2	100	35318	0	0	1	35318	207610	242927	0	65221
1__1_partial_1-cat_1	46R-Month1-16_2	98.333	60	1	0	31067	31126	237873	237932	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-16_2	98.333	60	1	0	30264	30323	238676	238735	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-15_1	100	35318	0	0	1	35318	3200114	3235431	0	65221
1__1_partial_1-cat_1	46R-Month1-15_1	98.333	60	1	0	31067	31126	3230377	3230436	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-15_1	98.333	60	1	0	30264	30323	3231180	3231239	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-14_1	100	35318	0	0	1	35318	3199232	3234549	0	65221
1__1_partial_1-cat_1	46R-Month1-14_1	98.333	60	1	0	31067	31126	3229495	3229554	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-14_1	98.333	60	1	0	30264	30323	3230298	3230357	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-12_2	100	35318	0	0	1	35318	653574	618257	0	65221
1__1_partial_1-cat_1	46R-Month1-12_2	96.825	63	2	0	30264	30326	622508	622446	3.34E-18	106
1__1_partial_1-cat_1	46R-Month1-12_2	96.825	63	2	0	31067	31129	623311	623249	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-9_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-9_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-9_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-8_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-8_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-8_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-7_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-7_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-7_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-4_7	100	35318	0	0	1	35318	232458	267775	0	65221
1__1_partial_1-cat_1	46R-Day7-4_7	98.333	60	1	0	31067	31126	262721	262780	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-4_7	98.333	60	1	0	30264	30323	263524	263583	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-2_7	100	35318	0	0	1	35318	236032	271349	0	65221
1__1_partial_1-cat_1	46R-Day7-2_7	98.333	60	1	0	31067	31126	266295	266354	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-2_7	98.333	60	1	0	30264	30323	267098	267157	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-24_1	100	35318	0	0	1	35318	3200563	3235880	0	65221
1__1_partial_1-cat_1	46R-Day7-24_1	98.333	60	1	0	31067	31126	3230826	3230885	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-24_1	98.333	60	1	0	30264	30323	3231629	3231688	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-23_7	100	35318	0	0	1	35318	232458	267775	0	65221
1__1_partial_1-cat_1	46R-Day7-23_7	98.333	60	1	0	31067	31126	262721	262780	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-23_7	98.333	60	1	0	30264	30323	263524	263583	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-22_2	100	35318	0	0	1	35318	236032	271349	0	65221
1__1_partial_1-cat_1	46R-Day7-22_2	98.333	60	1	0	31067	31126	266295	266354	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-22_2	98.333	60	1	0	30264	30323	267098	267157	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-21_7	100	35318	0	0	1	35318	115181	79864	0	65221
1__1_partial_1-cat_1	46R-Day7-21_7	96.825	63	2	0	30264	30326	84115	84053	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-21_7	96.825	63	2	0	31067	31129	84918	84856	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-20_7	100	35318	0	0	1	35318	115181	79864	0	65221
1__1_partial_1-cat_1	46R-Day7-20_7	96.825	63	2	0	30264	30326	84115	84053	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-20_7	96.825	63	2	0	31067	31129	84918	84856	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-1_7	100	35318	0	0	1	35318	232458	267775	0	65221
1__1_partial_1-cat_1	46R-Day7-1_7	98.333	60	1	0	31067	31126	262721	262780	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-1_7	98.333	60	1	0	30264	30323	263524	263583	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-19_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-19_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-19_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-18_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-18_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-18_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-17_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-17_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-17_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-16_7	100	35318	0	0	1	35318	232458	267775	0	65221
1__1_partial_1-cat_1	46R-Day7-16_7	98.333	60	1	0	31067	31126	262721	262780	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-16_7	98.333	60	1	0	30264	30323	263524	263583	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-14_1	100	35318	0	0	1	35318	3200554	3235871	0	65221
1__1_partial_1-cat_1	46R-Day7-14_1	98.333	60	1	0	31067	31126	3230817	3230876	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-14_1	98.333	60	1	0	30264	30323	3231620	3231679	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-13_7	100	35318	0	0	1	35318	232458	267775	0	65221
1__1_partial_1-cat_1	46R-Day7-13_7	98.333	60	1	0	31067	31126	262721	262780	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-13_7	98.333	60	1	0	30264	30323	263524	263583	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-12_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-12_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-12_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-11_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Day7-11_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Day7-11_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-9_1	100	35318	0	0	1	35318	3204038	3239355	0	65221
1__1_partial_1-cat_1	46N-Month6-9_1	98.333	60	1	0	31067	31126	3234301	3234360	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-9_1	98.333	60	1	0	30264	30323	3235104	3235163	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-8_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-8_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-8_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-7_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-7_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-7_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-6_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-6_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-6_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-5_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-5_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-5_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-4_1	100	35318	0	0	1	35318	611525	646842	0	65221
1__1_partial_1-cat_1	46N-Month6-4_1	98.333	60	1	0	31067	31126	641788	641847	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-4_1	98.333	60	1	0	30264	30323	642591	642650	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-3_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-3_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-3_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-2_1	100	35318	0	0	1	35318	2815471	2850788	0	65221
1__1_partial_1-cat_1	46N-Month6-2_1	98.333	60	1	0	31067	31126	2845734	2845793	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-2_1	98.333	60	1	0	30264	30323	2846537	2846596	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-23_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-23_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-23_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-22_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-22_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-22_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-21_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-21_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-21_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-1_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46N-Month6-1_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-1_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46N-Month6-18_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
