query_acc	subject_acc	perc_ident	align_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score
1__0_partial_1-cat_1	28L_Month1_6_S14_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28L_Month1_5_S135_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28L_Month1_3_S119_1	100	44115	0	0	1	44115	3111518	3067404	0	81466
1__0_partial_1-cat_1	28L_Month1_2_S111_2	100	44115	0	0	1	44115	848552	804438	0	81466
1__0_partial_1-cat_1	28L_Month1_24_S192_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28L_Month1_23_S184_1	100	44115	0	0	1	44115	4358183	4402297	0	81466
1__0_partial_1-cat_1	28L_Month1_22_S176_1	100	44115	0	0	1	44115	2875061	2919175	0	81466
1__0_partial_1-cat_1	28L_Month1_21_S168_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28L_Month1_20_S16_1	100	44115	0	0	1	44115	2875162	2919276	0	81466
1__0_partial_1-cat_1	28L_Month1_1_S1_1	100	44115	0	0	1	44115	1262927	1307041	0	81466
1__0_partial_1-cat_1	28L_Month1_19_S152_1	100	44115	0	0	1	44115	3950239	3994353	0	81466
1__0_partial_1-cat_1	28L_Month1_18_S144_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28L_Month1_15_S12_1	100	44115	0	0	1	44115	2174157	2218271	0	81466
1__0_partial_1-cat_1	28L_Month1_13_S104_1	100	44115	0	0	1	44115	842289	798175	0	81466
1__0_partial_1-cat_1	28L_Month1_12_S191_1	100	44115	0	0	1	44115	4951698	4907584	0	81466
1__0_partial_1-cat_1	28L_Month1_10_S175_1	100	44115	0	0	1	44115	2226312	2182198	0	81466
1__0_partial_1-cat_1	28L_Month10_8_S255_2	100	44115	0	0	1	44115	636014	680128	0	81466
1__0_partial_1-cat_1	28L_Month10_7_S247_2	100	44115	0	0	1	44115	300618	344732	0	81466
1__0_partial_1-cat_1	28L_Month10_6_S239_1	100	44115	0	0	1	44115	535559	491445	0	81466
1__0_partial_1-cat_1	28L_Month10_5_S231_1	100	44115	0	0	1	44115	3111145	3067031	0	81466
1__0_partial_1-cat_1	28L_Month10_4_S22_1	100	44115	0	0	1	44115	2173333	2217447	0	81466
1__0_partial_1-cat_1	28L_Month10_2_S207_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	28L_Month10_24_S288_2	100	44115	0	0	1	44115	699079	654965	0	81466
1__0_partial_1-cat_1	28L_Month10_23_S28_1	100	44115	0	0	1	44115	2173001	2217115	0	81466
1__0_partial_1-cat_1	28L_Month10_22_S272_1	100	44115	0	0	1	44115	2831923	2876037	0	81466
1__0_partial_1-cat_1	28L_Month10_21_S264_1	100	44115	0	0	1	44115	4319348	4363462	0	81466
1__0_partial_1-cat_1	28L_Month10_20_S256_1	100	44115	0	0	1	44115	2174143	2218257	0	81466
1__0_partial_1-cat_1	28L_Month10_19_S248_1	100	44115	0	0	1	44115	698932	654818	0	81466
1__0_partial_1-cat_1	28L_Month10_18_S24_1	100	44115	0	0	1	44115	2174141	2218255	0	81466
1__0_partial_1-cat_1	28L_Month10_17_S232_1	100	44115	0	0	1	44115	2174141	2218255	0	81466
1__0_partial_1-cat_1	28L_Month10_16_S224_2	100	44115	0	0	1	44115	482491	438377	0	81466
1__0_partial_1-cat_1	28L_Month10_15_S216_1	100	44115	0	0	1	44115	4319349	4363463	0	81466
1__0_partial_1-cat_1	28L_Month10_14_S208_1	100	44115	0	0	1	44115	3358018	3313904	0	81466
1__0_partial_1-cat_1	28L_Month10_13_S2_1	100	44115	0	0	1	44115	698932	654818	0	81466
1__0_partial_1-cat_1	28LL_Month3_6_S102_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	28LL_Month3_4_S_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	28LL_Month3_2_S98_1	100	44115	0	0	1	44115	2174157	2218271	0	81466
1__0_partial_1-cat_1	28LL_Month3_12_S116_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	28LL_Day7_4_S102_2	100	44115	0	0	1	44115	2194966	2150852	0	81466
1__0_partial_1-cat_1	28L_Day7_13_S119_1	100	44115	0	0	1	44115	2174144	2218258	0	81466
1__0_partial_1-cat_1	28L_Day3_9_S71_1	100	44115	0	0	1	44115	2174144	2218258	0	81466
1__0_partial_1-cat_1	28L_Day3_8_S6_1	100	44115	0	0	1	44115	2173391	2217505	0	81466
1__0_partial_1-cat_1	28L_Day3_7_S55_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	28L_Day3_6_S47_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28L_Day3_5_S39_1	100	44115	0	0	1	44115	3950247	3994361	0	81466
1__0_partial_1-cat_1	28L_Day3_3_S2_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28L_Day3_2_S15_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28L_Day3_24_S96_1	100	44115	0	0	1	44115	2174144	2218258	0	81466
1__0_partial_1-cat_1	28L_Day3_21_S72_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28L_Day3_20_S64_1	100	44115	0	0	1	44115	2069454	2025340	0	81466
1__0_partial_1-cat_1	28L_Day3_1_S7_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28L_Day3_19_S56_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28L_Day3_18_S48_1	100	44115	0	0	1	44115	2174143	2218257	0	81466
1__0_partial_1-cat_1	28L_Day3_17_S4_1	100	44115	0	0	1	44115	2174145	2218259	0	81466
1__0_partial_1-cat_1	28L_Day3_15_S24_1	100	44115	0	0	1	44115	2174145	2218259	0	81466
1__0_partial_1-cat_1	28L_Day3_14_S16_1	100	44115	0	0	1	44115	2174136	2218250	0	81466
1__0_partial_1-cat_1	28L_Day3_13_S8_2	100	44115	0	0	1	44115	189979	145865	0	81466
1__0_partial_1-cat_1	28L_Day3_12_S95_1	100	44115	0	0	1	44115	2174136	2218250	0	81466
1__0_partial_1-cat_1	28B_Day7_7_S107_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	28B_Day7_6_S107_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	28B_Day7_5_S1069_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	28B_Day7_24_S1225_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28B_Day7_22_S122_1	100	44115	0	0	1	44115	2174142	2218256	0	81466
1__0_partial_1-cat_1	28B_Day7_21_S1222_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	28B_Day7_20_S122_1	100	44115	0	0	1	44115	2174142	2218256	0	81466
1__0_partial_1-cat_1	28B_Day7_1_S1065_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	28B_Day7_18_S1219_1	100	44115	0	0	1	44115	2174142	2218256	0	81466
1__0_partial_1-cat_1	28B_Day7_16_S1217_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28B_Day7_15_S1216_1	100	44115	0	0	1	44115	2174019	2218133	0	81466
1__0_partial_1-cat_1	28B_Day7_14_S1215_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	28B_Day7_13_S1214_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	28B_Day7_12_S1074_3	100	44115	0	0	1	44115	626289	670403	0	81466
1__0_partial_1-cat_1	28B_Day7_11_S107_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month6_21_S62_1	100	44115	0	0	1	44115	2174156	2218270	0	81466
1__0_partial_1-cat_1	27R_Month3_9_pos_S1382_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	27R_Month3_7_pos_S138_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	27R_Month3_6_pos_S1379_1	100	44115	0	0	1	44115	1590194	1546080	0	81466
1__0_partial_1-cat_1	27R_Month3_3_S228_2	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27R_Month3_3_pos_S1376_1	100	44115	0	0	1	44115	2174145	2218259	0	81466
1__0_partial_1-cat_1	27R_Month3_2_S227_1	100	44115	0	0	1	44115	3552296	3596410	0	81466
1__0_partial_1-cat_1	27R_Month3_24_S39_2	100	44115	0	0	1	44115	220955	265069	0	81466
1__0_partial_1-cat_1	27R_Month3_23_S389_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month3_22_S388_2	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27R_Month3_21_S387_2	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27R_Month3_20_S386_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month3_1_S226_1	100	44115	0	0	1	44115	1312850	1356964	0	81466
1__0_partial_1-cat_1	27R_Month3_1_pos_S1374_1	100	44115	0	0	1	44115	220832	264946	0	81466
1__0_partial_1-cat_1	27R_Month3_19_S385_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month3_18_S332_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month3_13_S327_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month3_12_S237_1	100	44115	0	0	1	44115	2174148	2218262	0	81466
1__0_partial_1-cat_1	27R_Month3_10_S235_1	100	44115	0	0	1	44115	2173451	2217565	0	81466
1__0_partial_1-cat_1	27R_Day7_9_S1032_1	100	44115	0	0	1	44115	443062	398948	0	81466
1__0_partial_1-cat_1	27R_Day7_8_S1_2	100	44115	0	0	1	44115	278079	233965	0	81466
1__0_partial_1-cat_1	27R_Day7_7_S1_1	100	44115	0	0	1	44115	840885	796771	0	81466
1__0_partial_1-cat_1	27R_Day7_6_S1002_1	100	44115	0	0	1	44115	2173350	2217464	0	81466
1__0_partial_1-cat_1	27R_Day7_5_S_1	100	44115	0	0	1	44115	2194498	2150384	0	81466
1__0_partial_1-cat_1	27R_Day7_4_S1018_1	100	44115	0	0	1	44115	3753581	3709467	0	81466
1__0_partial_1-cat_1	27R_Day7_24_S1178_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	27R_Day7_22_S1176_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	27R_Day7_21_S1175_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	27R_Day7_1_S1027_1	100	44115	0	0	1	44115	1768533	1724419	0	81466
1__0_partial_1-cat_1	27R_Day7_19_S117_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	27R_Day7_18_S1172_2	100	44115	0	0	1	44115	220832	264946	0	81466
1__0_partial_1-cat_1	27R_Day7_16_S117_1	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27R_Day7_15_S1169_1	100	44115	0	0	1	44115	2174146	2218260	0	81466
1__0_partial_1-cat_1	27R_Day7_14_S1168_1	100	44115	0	0	1	44115	2174136	2218250	0	81466
1__0_partial_1-cat_1	27R_Day7_12_S1035_1	100	44115	0	0	1	44115	2174147	2218261	0	81466
1__0_partial_1-cat_1	27R_Day7_11_S1034_1	100	44115	0	0	1	44115	2738944	2783058	0	81466
1__0_partial_1-cat_1	27N_Month6_9_S368_1	100	44115	0	0	1	44115	3951507	3995621	0	81466
1__0_partial_1-cat_1	27N_Month6_9_2_S1418_2	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27N_Month6_8_2_S1417_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	27N_Month6_7_2_S1416_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	27N_Month6_6_2_S1415_1	100	44115	0	0	1	44115	220832	264946	0	81466
1__0_partial_1-cat_1	27N_Month6_5_2_S1414_1	100	44115	0	0	1	44115	2174158	2218272	0	81466
1__0_partial_1-cat_1	27N_Month6_4_2_S141_1	100	44115	0	0	1	44115	220832	264946	0	81466
1__0_partial_1-cat_1	27N_Month6_3_2_S1412_2	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27N_Month6_24_S1395_1	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27N_Month6_23_S1394_2	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27N_Month6_2_2_S14_1	100	44115	0	0	1	44115	2200505	2156391	0	81466
1__0_partial_1-cat_1	27N_Month6_21_S1392_1	100	44115	0	0	1	44115	390229	346115	0	81466
1__0_partial_1-cat_1	27N_Month6_18_S1389_1	100	44115	0	0	1	44115	220832	264946	0	81466
