query_acc	subject_acc	perc_ident	align_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score
1__0_partial_1-cat_1	46R-Month3-6_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-6_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-5_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-5_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-4_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-4_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-3_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-3_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-2_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-2_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-24_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-24_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-23_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-23_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-22_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-22_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-21_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-21_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-20_1	100	42742	0	0	1	42742	2800581	2843322	0	78930
1__0_partial_1-cat_1	46R-Month3-20_1	86.834	1709	204	19	26444	28143	2099898	2098202	0	1890
1__0_partial_1-cat_1	46R-Month3-1_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-1_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-19_17	100	42742	0	0	1	42742	43019	278	0	78930
1__0_partial_1-cat_1	46R-Month3-18_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-18_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-17_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-17_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-16_1	100	42742	0	0	1	42742	2800394	2843135	0	78930
1__0_partial_1-cat_1	46R-Month3-16_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-14_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-14_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-12_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-12_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-11_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month3-11_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month3-10_1	100	42742	0	0	1	42742	2800620	2843361	0	78930
1__0_partial_1-cat_1	46R-Month3-10_1	86.834	1709	204	19	26444	28143	2099937	2098241	0	1890
1__0_partial_1-cat_1	46R-Month1-9_17	100	42742	0	0	1	42742	76467	33726	0	78930
1__0_partial_1-cat_1	46R-Month1-8_1	100	42742	0	0	1	42742	1996589	2039330	0	78930
1__0_partial_1-cat_1	46R-Month1-8_1	86.834	1709	204	19	26444	28143	1296099	1294403	0	1890
1__0_partial_1-cat_1	46R-Month1-7_3	100	42742	0	0	1	42742	259342	302083	0	78930
1__0_partial_1-cat_1	46R-Month1-6_2	100	42742	0	0	1	42742	146591	103850	0	78930
1__0_partial_1-cat_1	46R-Month1-5_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month1-5_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month1-4_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Month1-3_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month1-3_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month1-2_2	100	42742	0	0	1	42742	392785	350044	0	78930
1__0_partial_1-cat_1	46R-Month1-2_2	86.893	1709	203	19	26444	28143	1093285	1094981	0	1895
1__0_partial_1-cat_1	46R-Month1-24_1	100	42742	0	0	1	42742	2388613	2431354	0	78930
1__0_partial_1-cat_1	46R-Month1-24_1	86.834	1709	204	19	26444	28143	1687933	1686237	0	1890
1__0_partial_1-cat_1	46R-Month1-23_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Month1-23_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month1-22_1	100	42742	0	0	1	42742	2800864	2843605	0	78930
1__0_partial_1-cat_1	46R-Month1-22_1	86.834	1709	204	19	26444	28143	2100174	2098478	0	1890
1__0_partial_1-cat_1	46R-Month1-21_1	100	42742	0	0	1	42742	87342	130083	0	78930
1__0_partial_1-cat_1	46R-Month1-20_1	100	42742	0	0	1	42742	2800772	2843513	0	78930
1__0_partial_1-cat_1	46R-Month1-20_1	86.893	1709	203	19	26444	28143	2100084	2098388	0	1895
1__0_partial_1-cat_1	46R-Month1-19_5	100	42742	0	0	1	42742	146591	103850	0	78930
1__0_partial_1-cat_1	46R-Month1-18_5	100	42742	0	0	1	42742	145185	102444	0	78930
1__0_partial_1-cat_1	46R-Month1-17_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Month1-16_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Month1-15_1	100	42742	0	0	1	42742	2800146	2842887	0	78930
1__0_partial_1-cat_1	46R-Month1-15_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month1-14_1	100	42742	0	0	1	42742	2799264	2842005	0	78930
1__0_partial_1-cat_1	46R-Month1-14_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Month1-12_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-9_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-9_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-8_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-8_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-7_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-7_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-4_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-2_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-24_1	100	42742	0	0	1	42742	2800595	2843336	0	78930
1__0_partial_1-cat_1	46R-Day7-24_1	86.834	1709	204	19	26444	28143	2099912	2098216	0	1890
1__0_partial_1-cat_1	46R-Day7-23_5	100	42742	0	0	1	42742	146591	103850	0	78930
1__0_partial_1-cat_1	46R-Day7-22_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-21_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-20_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-1_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-19_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-19_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-18_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-18_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-17_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-17_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-16_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-14_1	100	42742	0	0	1	42742	2800586	2843327	0	78930
1__0_partial_1-cat_1	46R-Day7-14_1	86.834	1709	204	19	26444	28143	2099903	2098207	0	1890
1__0_partial_1-cat_1	46R-Day7-13_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46R-Day7-12_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-12_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46R-Day7-11_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46R-Day7-11_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-9_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-9_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-8_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-8_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-7_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-7_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-6_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-6_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-5_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-5_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-4_1	100	42742	0	0	1	42742	211557	254298	0	78930
1__0_partial_1-cat_1	46N-Month6-4_1	86.834	1709	204	19	26444	28143	4522376	4520680	0	1890
1__0_partial_1-cat_1	46N-Month6-3_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-3_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-2_1	100	42742	0	0	1	42742	2415503	2458244	0	78930
1__0_partial_1-cat_1	46N-Month6-2_1	86.834	1709	204	19	26444	28143	1714820	1713124	0	1890
1__0_partial_1-cat_1	46N-Month6-23_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-23_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-22_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-22_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-21_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-21_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-1_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-1_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-18_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-18_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-17_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-17_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-16_1	100	42742	0	0	1	42742	2800582	2843323	0	78930
1__0_partial_1-cat_1	46N-Month6-16_1	86.834	1709	204	19	26444	28143	2099899	2098203	0	1890
1__0_partial_1-cat_1	46N-Month6-13_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-13_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-11_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-11_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month6-10_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month6-10_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-9_1	100	42742	0	0	1	42742	2800493	2843234	0	78930
1__0_partial_1-cat_1	46N-Month3-9_1	86.834	1709	204	19	26444	28143	2099898	2098202	0	1890
1__0_partial_1-cat_1	46N-Month3-8_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-8_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-7_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-7_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-6_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-6_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-5_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-5_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-4_1	100	42742	0	0	1	42742	2800584	2843325	0	78930
1__0_partial_1-cat_1	46N-Month3-4_1	86.834	1709	204	19	26444	28143	2099901	2098205	0	1890
1__0_partial_1-cat_1	46N-Month3-3_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-3_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-2_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-2_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-24_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-24_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-22_14	100	42742	0	0	1	42742	5378	48119	0	78930
1__0_partial_1-cat_1	46N-Month3-21_1	100	42742	0	0	1	42742	2800493	2843234	0	78930
1__0_partial_1-cat_1	46N-Month3-21_1	86.834	1709	204	19	26444	28143	2099898	2098202	0	1890
1__0_partial_1-cat_1	46N-Month3-20_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-20_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-1_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-1_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-19_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-19_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-18_13	100	42742	0	0	1	42742	5378	48119	0	78930
1__0_partial_1-cat_1	46N-Month3-17_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-17_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-16_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-16_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-15_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-15_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-14_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-14_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-12_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month3-12_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-11_1	100	42742	0	0	1	42742	2800499	2843240	0	78930
1__0_partial_1-cat_1	46N-Month3-11_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month3-10_1	100	42742	0	0	1	42742	2595938	2553197	0	78930
1__0_partial_1-cat_1	46N-Month3-10_1	86.834	1709	204	19	26444	28143	3296533	3298229	0	1890
1__0_partial_1-cat_1	46N-Month1-9_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-9_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-8_14	100	42742	0	0	1	42742	5378	48119	0	78930
1__0_partial_1-cat_1	46N-Month1-7_1	100	42742	0	0	1	42742	2800586	2843327	0	78930
1__0_partial_1-cat_1	46N-Month1-7_1	86.834	1709	204	19	26444	28143	2099903	2098207	0	1890
1__0_partial_1-cat_1	46N-Month1-6_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-6_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-5_5	100	42742	0	0	1	42742	146591	103850	0	78930
1__0_partial_1-cat_1	46N-Month1-4_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-4_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-3_5	100	42742	0	0	1	42742	146591	103850	0	78930
1__0_partial_1-cat_1	46N-Month1-24_14	100	42742	0	0	1	42742	43019	278	0	78930
1__0_partial_1-cat_1	46N-Month1-23_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-23_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-22_1	100	42742	0	0	1	42742	12046	54787	0	78930
1__0_partial_1-cat_1	46N-Month1-22_1	86.834	1709	204	19	26444	28143	4322184	4320488	0	1890
1__0_partial_1-cat_1	46N-Month1-21_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46N-Month1-20_1	100	42742	0	0	1	42742	2800579	2843320	0	78930
1__0_partial_1-cat_1	46N-Month1-20_1	86.834	1709	204	19	26444	28143	2099896	2098200	0	1890
1__0_partial_1-cat_1	46N-Month1-1_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-1_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-19_1	100	42742	0	0	1	42742	2800377	2843118	0	78930
1__0_partial_1-cat_1	46N-Month1-19_1	86.834	1709	204	19	26444	28143	2099694	2097998	0	1890
1__0_partial_1-cat_1	46N-Month1-18_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-18_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-17_3	100	42742	0	0	1	42742	258901	301642	0	78930
1__0_partial_1-cat_1	46N-Month1-16_1	100	42742	0	0	1	42742	4709745	4667004	0	78930
1__0_partial_1-cat_1	46N-Month1-16_1	86.834	1709	204	19	26444	28143	398924	400620	0	1890
1__0_partial_1-cat_1	46N-Month1-15_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46N-Month1-14_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-14_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month1-12_13	100	42742	0	0	1	42742	43019	278	0	78930
1__0_partial_1-cat_1	46N-Month1-11_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46N-Month1-10_1	100	42742	0	0	1	42742	2800587	2843328	0	78930
1__0_partial_1-cat_1	46N-Month1-10_1	86.834	1709	204	19	26444	28143	2099904	2098208	0	1890
1__0_partial_1-cat_1	46N-Month10-9_1	100	42742	0	0	1	42742	2800083	2842824	0	78930
1__0_partial_1-cat_1	46N-Month10-9_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-8_1	100	42742	0	0	1	42742	2432858	2390117	0	78930
1__0_partial_1-cat_1	46N-Month10-8_1	86.834	1709	204	19	26444	28143	3133453	3135149	0	1890
1__0_partial_1-cat_1	46N-Month10-7_1	100	42742	0	0	1	42742	2800498	2843239	0	78930
1__0_partial_1-cat_1	46N-Month10-7_1	86.834	1709	204	19	26444	28143	2099903	2098207	0	1890
1__0_partial_1-cat_1	46N-Month10-6_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
1__0_partial_1-cat_1	46N-Month10-6_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-5_5	100	42742	0	0	1	42742	212736	255477	0	78930
1__0_partial_1-cat_1	46N-Month10-4_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
1__0_partial_1-cat_1	46N-Month10-4_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-3_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
1__0_partial_1-cat_1	46N-Month10-3_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-2_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
1__0_partial_1-cat_1	46N-Month10-2_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-24_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
1__0_partial_1-cat_1	46N-Month10-24_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-23_1	100	42742	0	0	1	42742	2800532	2843273	0	78930
1__0_partial_1-cat_1	46N-Month10-23_1	86.834	1709	204	19	26444	28143	2099937	2098241	0	1890
1__0_partial_1-cat_1	46N-Month10-22_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
1__0_partial_1-cat_1	46N-Month10-22_1	86.834	1709	204	19	26444	28143	2099929	2098233	0	1890
1__0_partial_1-cat_1	46N-Month10-21_1	100	42742	0	0	1	42742	2800497	2843238	0	78930
1__0_partial_1-cat_1	46N-Month10-21_1	86.834	1709	204	19	26444	28143	2099902	2098206	0	1890
1__0_partial_1-cat_1	46N-Month10-20_1	100	42742	0	0	1	42742	2800524	2843265	0	78930
