feature-id	short-id	qiita_sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	host_age_units	tube_id	plate
29R_Day7_7_S9_AZ20_mut	29R_Day7_7	12986.29R.Day7.7	13.0	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	29R	7	5/2/17 0:00	29R	male	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Day7_8_S902_AZ20_mut	29R_Day7_8	12986.29R.Day7.8	13.0	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	29R	8	5/2/17 0:00	29R	male	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Day7_9_S9_AZ20_mut	29R_Day7_9	12986.29R.Day7.9	13.0	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	29R	9	5/2/17 0:00	29R	male	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_1_S117_AZ20_mut	29R_Month3_1	12986.29R.Month3.1	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	1	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_10_S126_AZ20_mut	29R_Month3_10	12986.29R.Month3.10	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	10	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_11_S127_AZ20_mut	29R_Month3_11	12986.29R.Month3.11	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	11	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_13_S434_AZ20_mut	29R_Month3_13	12986.29R.Month3.13	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	13	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_14_S435_AZ20_mut	29R_Month3_14	12986.29R.Month3.14	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	14	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_15_S436_AZ20_mut	29R_Month3_15	12986.29R.Month3.15	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	15	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_16_S437_AZ20_mut	29R_Month3_16	12986.29R.Month3.16	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	16	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_18_S439_AZ20_mut	29R_Month3_18	12986.29R.Month3.18	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	18	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_2_S118_AZ20_mut	29R_Month3_2	12986.29R.Month3.2	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	2	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_20_S44_AZ20_mut	29R_Month3_20	12986.29R.Month3.20	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	20	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_21_S442_AZ20_mut	29R_Month3_21	12986.29R.Month3.21	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	21	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_22_S44_AZ20_mut	29R_Month3_22	12986.29R.Month3.22	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	22	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_23_S444_AZ20_mut	29R_Month3_23	12986.29R.Month3.23	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	23	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_24_S445_AZ20_mut	29R_Month3_24	12986.29R.Month3.24	5.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	24	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_3_S119_AZ20_mut	29R_Month3_3	12986.29R.Month3.3	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	3	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_4_S12_AZ20_mut	29R_Month3_4	12986.29R.Month3.4	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	4	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_5_S12_AZ20_mut	29R_Month3_5	12986.29R.Month3.5	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	5	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_6_S122_AZ20_mut	29R_Month3_6	12986.29R.Month3.6	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	6	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_7_S12_AZ20_mut	29R_Month3_7	12986.29R.Month3.7	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	7	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_8_S124_AZ20_mut	29R_Month3_8	12986.29R.Month3.8	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	8	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
29R_Month3_9_S125_AZ20_mut	29R_Month3_9	12986.29R.Month3.9	3.0	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	29R	9	5/2/17 0:00	29R	male	29R	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_1_S919_AZ20_mut	30N_Day7_1	12986.30N.Day7.1	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	1	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_11_S929_AZ20_mut	30N_Day7_11	12986.30N.Day7.11	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	11	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_12_S93_AZ20_mut	30N_Day7_12	12986.30N.Day7.12	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	12	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_13_S1265_AZ20_mut	30N_Day7_13	12986.30N.Day7.13	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	13	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_14_S1266_AZ20_mut	30N_Day7_14	12986.30N.Day7.14	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	14	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_15_S1267_AZ20_mut	30N_Day7_15	12986.30N.Day7.15	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	15	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_16_S1268_AZ20_mut	30N_Day7_16	12986.30N.Day7.16	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	16	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_17_S1269_AZ20_mut	30N_Day7_17	12986.30N.Day7.17	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	17	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_18_S127_AZ20_mut	30N_Day7_18	12986.30N.Day7.18	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	18	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_19_S127_AZ20_mut	30N_Day7_19	12986.30N.Day7.19	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	19	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_2_S92_AZ20_mut	30N_Day7_2	12986.30N.Day7.2	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	2	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_20_S1272_AZ20_mut	30N_Day7_20	12986.30N.Day7.20	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	20	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_21_S1273_AZ20_mut	30N_Day7_21	12986.30N.Day7.21	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	21	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_22_S1274_AZ20_mut	30N_Day7_22	12986.30N.Day7.22	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	22	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_23_S1275_AZ20_mut	30N_Day7_23	12986.30N.Day7.23	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	23	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_24_S1276_AZ20_mut	30N_Day7_24	12986.30N.Day7.24	17.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	24	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_3_S92_AZ20_mut	30N_Day7_3	12986.30N.Day7.3	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	3	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_4_S922_AZ20_mut	30N_Day7_4	12986.30N.Day7.4	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	4	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_5_S923_AZ20_mut	30N_Day7_5	12986.30N.Day7.5	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	5	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_6_S924_AZ20_mut	30N_Day7_6	12986.30N.Day7.6	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	6	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_7_S925_AZ20_mut	30N_Day7_7	12986.30N.Day7.7	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	7	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_8_S926_AZ20_mut	30N_Day7_8	12986.30N.Day7.8	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	8	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
30N_Day7_9_S927_AZ20_mut	30N_Day7_9	12986.30N.Day7.9	13.0	30	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	30N	9	5/2/17 0:00	30N	female	30N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_14_S1409_AZ20_mut	23L_Day7_14		14.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	23L	14	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_8_S14_AZ20_mut	23L_Day7_8		8.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	8	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_12_S1407_AZ20_mut	23L_Day7_12		12.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	12	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_7_S1402_AZ20_mut	23L_Day7_7		7.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	7	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_5_S14_AZ20_mut	23L_Day7_5		5.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	5	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_2_S1397_AZ20_mut	23L_Day7_2		2.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	2	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_9_S1404_AZ20_mut	23L_Day7_9		9.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	9	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_3_S1398_AZ20_mut	23L_Day7_3		3.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	3	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_11_S1406_AZ20_mut	23L_Day7_11		11.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	11	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_6_S14_AZ20_mut	23L_Day7_6		6.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	6	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_13_S1408_AZ20_mut	23L_Day7_13		13.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	13	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_1_S1396_AZ20_mut	23L_Day7_1		1.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	1	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_4_S1399_AZ20_mut	23L_Day7_4		4.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	4	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
23L_Day7_10_S1405_AZ20_mut	23L_Day7_10		10.0	23	Day7	7/19/17 10:00	7/12/17 0:00	RC		23L	10	5/2/17 0:00	23L	male	23L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
41L_Month3_14_S1436_AZ51_mut	41L_Month3_14	12986.41L.Month3.14		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41L	14	7/6/17	41L	male	41L	A1	A	12/12/17					weeks	41L_Month3_14	10.0
43B_Day7_4_S127_AZ51_mut	43B_Day7_4	12986.43B.Day7.4		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43B	4	7/3/17	43B	male	43B	B1	B	9/20/17					weeks	43B_Day7_4	6.0
44R_Month6_13_S1718_AZ51_mut	44R_Month6_13	12986.44R.Month6.13		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44R	13	7/3/17	44R	female	44R	A2	A	3/13/18					weeks	44R_Month6_13	19.0
43R_Month6_21_S646_AZ51_mut	43R_Month6_21	12986.43R.Month6.21		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43R	21	7/3/17	43R	male	43R	B1	B	3/13/18					weeks	43R_Month6_21	18.0
45N_Month6_15_S306_AZ51_mut	45N_Month6_15	12986.45N.Month6.15		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45N	15	7/3/17	45N	female	45N	B1	B	3/13/18					weeks	45N_Month6_15	20.0
43B_Month6_11_S663_AZ51_mut	43B_Month6_11	12986.43B.Month6.11		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43B	11	7/3/17	43B	male	43B	B1	B	3/13/18					weeks	43B_Month6_11	18.0
43N_Month3_22_S74_AZ51_mut	43N_Month3_22	12986.43N.Month3.22		43	Month3	12/12/17 10:00	9/13/17	RC	23.0	43N	22	7/3/17	43N	male	43N	B1	B	12/12/17					weeks	43N_Month3_22	12.0
45R_Month6_11_S373_AZ51_mut	45R_Month6_11	12986.45R.Month6.11		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45R	11	7/3/17	45R	female	45R	B1	B	3/13/18					weeks	45R_Month6_11	20.0
44B_Month6_5_S1751_AZ51_mut	44B_Month6_5	12986.44B.Month6.5		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44B	5	7/3/17	44B	female	44B	A2	A	3/13/18					weeks	44B_Month6_5	19.0
41R_Day3_4_S411_AZ51_mut	41R_Day3_4	12986.41R.Day3.4		41	Day3	9/16/17 10:00	9/13/17	RC	11.0	41R	4	7/6/17	41R	male	41R	A1	A	9/16/17					weeks	41R_Day3_4	24.0
41N_Month1_21_S1874_AZ51_mut	41N_Month1_21	12986.41N.Month1.21		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41N	21	7/6/17	41N	male	41N	A1	A	10/17/17					weeks	41N_Month1_21	23.0
42R_Month3_13_S1528_AZ51_mut	42R_Month3_13	12986.42R.Month3.13		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42R	13	7/6/17	42R	female	42R	A1	A	12/12/17					weeks	42R_Month3_13	11.0
43N_Month3_16_S26_AZ51_mut	43N_Month3_16	12986.43N.Month3.16		43	Month3	12/12/17 10:00	9/13/17	RC	23.0	43N	16	7/3/17	43N	male	43N	B1	B	12/12/17					weeks	43N_Month3_16	12.0
41L_Month3_16_S1452_AZ51_mut	41L_Month3_16	12986.41L.Month3.16		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41L	16	7/6/17	41L	male	41L	A1	A	12/12/17					weeks	41L_Month3_16	10.0
43B_Day7_11_S183_AZ51_mut	43B_Day7_11	12986.43B.Day7.11		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43B	11	7/3/17	43B	male	43B	B1	B	9/20/17					weeks	43B_Day7_11	6.0
41L_Day7_11_S371_AZ51_mut	41L_Day7_11	12986.41L.Day7.11		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41L	11	7/6/17	41L	male	41L	A1	A	9/20/17					weeks	41L_Day7_11	4.0
41L_Month10_22_S650_AZ51_mut	41L_Month10_22	12986.41L.Month10.22		41	Month10	7/17/18 10:00	9/13/17	RC	54.0	41L	22	7/6/17	41L	male	41L	A1	A	7/17/18					weeks	41L_Month10_22	26.0
44N_Day7_10_S265_AZ51_mut	44N_Day7_10	12986.44N.Day7.10		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44N	10	7/3/17	44N	female	44N	A2	A	9/20/17					weeks	44N_Day7_10	7.0
46L_Month6_20_S732_AZ51_mut	46L_Month6_20	12986.46L.Month6.20		46	Month6	3/13/18 10:00	9/13/17	RC	36.0	46L	20	7/3/17	46L	female	46L	B1	B	3/13/18					weeks	46L_Month6_20	21.0
43L_Month6_20_S636_AZ51_mut	43L_Month6_20	12986.43L.Month6.20		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43L	20	7/3/17	43L	male	43L	B1	B	3/13/18					weeks	43L_Month6_20	18.0
46R_Month1_22_S1888_AZ51_mut	46R_Month1_22	12986.46R.Month1.22		46	Month1	10/17/17 10:00	9/13/17	RC	15.0	46R	22	7/3/17	46R	female	46R	B1	B	10/17/17					weeks	46R_Month1_22	23.0
44N_Month3_10_S169_AZ51_mut	44N_Month3_10	12986.44N.Month3.10		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44N	10	7/3/17	44N	female	44N	A2	A	12/12/17					weeks	44N_Month3_10	13.0
44B_Month6_16_S1744_AZ51_mut	44B_Month6_16	12986.44B.Month6.16		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44B	16	7/3/17	44B	female	44B	A2	A	3/13/18					weeks	44B_Month6_16	19.0
42L_Month3_19_S1574_AZ51_mut	42L_Month3_19	12986.42L.Month3.19		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42L	19	7/6/17	42L	female	42L	A1	A	12/12/17					weeks	42L_Month3_19	11.0
41B_Month3_23_S1602_AZ51_mut	41B_Month3_23	12986.41B.Month3.23		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41B	23	7/6/17	41B	male	41B	A1	A	12/12/17					weeks	41B_Month3_23	11.0
46L_Month6_13_S676_AZ51_mut	46L_Month6_13	12986.46L.Month6.13		46	Month6	3/13/18 10:00	9/13/17	RC	36.0	46L	13	7/3/17	46L	female	46L	B1	B	3/13/18					weeks	46L_Month6_13	21.0
46L_Day7_12_S377_AZ51_mut	46L_Day7_12	12986.46L.Day7.12		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46L	12	7/3/17	46L	female	46L	B1	B	9/20/17					weeks	46L_Day7_12	9.0
41L_Month3_5_S1459_AZ51_mut	41L_Month3_5	12986.41L.Month3.5		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41L	5	7/6/17	41L	male	41L	A1	A	12/12/17					weeks	41L_Month3_5	10.0
42L_Day7_1_S5_AZ51_mut	42L_Day7_1	12986.42L.Day7.1		42	Day7	9/20/17 10:00	9/13/17	RC	11.0	42L	1	7/6/17	42L	female	42L	A1	A	9/20/17					weeks	42L_Day7_1	5.0
46N_Month6_10_S745_AZ51_mut	46N_Month6_10	12986.46N.Month6.10		46	Month6	3/13/18 10:00	9/13/17	RC	36.0	46N	10	7/3/17	46N	female	46N	B1	B	3/13/18					weeks	46N_Month6_10	21.0
46N_Day3_3_S407_AZ51_mut	46N_Day3_3	12986.46N.Day3.3		46	Day3	9/16/17 10:00	9/13/17	RC	11.0	46N	3	7/3/17	46N	female	46N	B1	B	9/16/17					weeks	46N_Day3_3	24.0
41N_Month1_4_S18_AZ51_mut	41N_Month1_4	12986.41N.Month1.4		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41N	4	7/6/17	41N	male	41N	A1	A	10/17/17					weeks	41N_Month1_4	23.0
41R_Day3_8_S443_AZ51_mut	41R_Day3_8	12986.41R.Day3.8		41	Day3	9/16/17 10:00	9/13/17	RC	11.0	41R	8	7/6/17	41R	male	41R	A1	A	9/16/17					weeks	41R_Day3_8	24.0
45N_Day7_6_S1369_AZ51_mut	45N_Day7_6	12986.45N.Day7.6		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45N	6	7/3/17	45N	female	45N	B1	B	9/20/17					weeks	45N_Day7_6	8.0
41N_Month3_14_S1434_AZ51_mut	41N_Month3_14	12986.41N.Month3.14		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41N	14	7/6/17	41N	male	41N	A1	A	12/12/17					weeks	41N_Month3_14	10.0
41R_Month6_17_S424_AZ51_mut	41R_Month6_17	12986.41R.Month6.17		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41R	17	7/6/17	41R	male	41R	A1	A	3/13/18					weeks	41R_Month6_17	16.0
46N_Day3_2_S399_AZ51_mut	46N_Day3_2	12986.46N.Day3.2		46	Day3	9/16/17 10:00	9/13/17	RC	11.0	46N	2	7/3/17	46N	female	46N	B1	B	9/16/17					weeks	46N_Day3_2	24.0
46N_Month6_7_S721_AZ51_mut	46N_Month6_7	12986.46N.Month6.7		46	Month6	3/13/18 10:00	9/13/17	RC	36.0	46N	7	7/3/17	46N	female	46N	B1	B	3/13/18					weeks	46N_Month6_7	21.0
41L_Day7_8_S347_AZ51_mut	41L_Day7_8	12986.41L.Day7.8		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41L	8	7/6/17	41L	male	41L	A1	A	9/20/17					weeks	41L_Day7_8	4.0
41LL_Month6_19_S438_AZ51_mut	41LL_Month6_19	12986.41LL.Month6.19		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41LL	19	7/6/17	41LL	male	41LL	A1	A	3/13/18					weeks	41LL_Month6_19	16.0
43R_Month3_24_S94_AZ51_mut	43R_Month3_24	12986.43R.Month3.24		43	Month3	12/12/17 10:00	9/13/17	RC	23.0	43R	24	7/3/17	43R	male	43R	B1	B	12/12/17					weeks	43R_Month3_24	12.0
45L_Day7_8_S1387_AZ51_mut	45L_Day7_8	12986.45L.Day7.8		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45L	8	7/3/17	45L	female	45L	B1	B	9/20/17					weeks	45L_Day7_8	8.0
42L_Month3_2_S15_AZ51_mut	42L_Month3_2	12986.42L.Month3.2		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42L	2	7/6/17	42L	female	42L	A1	A	12/12/17					weeks	42L_Month3_2	11.0
45R_Month6_1_S293_AZ51_mut	45R_Month6_1	12986.45R.Month6.1		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45R	1	7/3/17	45R	female	45R	B1	B	3/13/18					weeks	45R_Month6_1	20.0
41LL_Month6_11_S469_AZ51_mut	41LL_Month6_11	12986.41LL.Month6.11		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41LL	11	7/6/17	41LL	male	41LL	A1	A	3/13/18					weeks	41LL_Month6_11	16.0
41R_Month1_15_S500_AZ51_mut	41R_Month1_15	12986.41R.Month1.15		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41R	15	7/6/17	41R	male	41R	A1	A	10/17/17					weeks	41R_Month1_15	25.0
43B_Day7_22_S176_AZ51_mut	43B_Day7_22	12986.43B.Day7.22		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43B	22	7/3/17	43B	male	43B	B1	B	9/20/17					weeks	43B_Day7_22	6.0
42N_Month6_24_S572_AZ51_mut	42N_Month6_24	12986.42N.Month6.24		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42N	24	7/6/17	42N	female	42N	A1	A	3/13/18					weeks	42N_Month6_24	17.0
41R_Month6_5_S423_AZ51_mut	41R_Month6_5	12986.41R.Month6.5		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41R	5	7/6/17	41R	male	41R	A1	A	3/13/18					weeks	41R_Month6_5	16.0
