,Unnamed: 0,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with host benefits,Viral genes with unknown function,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,sample,simple_id
54,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23B_Day7_6_S378/dramv-distill/vMAG_stats.tsv,23B_Day7_6_S378,23B_Day7_6
55,1__0_partial_1-cat_1,1,False,False,56,7,0,False,0.017857142857142856,1.0,18.0,9.0,16.0,4.0,8.0,./23B_Day7_7_S379/dramv-distill/vMAG_stats.tsv,23B_Day7_7_S379,23B_Day7_7
56,1__1_partial_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Day7_7_S379/dramv-distill/vMAG_stats.tsv,23B_Day7_7_S379,23B_Day7_7
57,2__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,10.0,7.0,5.0,8.0,./23B_Day7_7_S379/dramv-distill/vMAG_stats.tsv,23B_Day7_7_S379,23B_Day7_7
58,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,6.0,17.0,1.0,11.0,./23B_Day7_8_S38/dramv-distill/vMAG_stats.tsv,23B_Day7_8_S38,23B_Day7_8
59,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,7.0,16.0,7.0,7.0,1.0,11.0,./23B_Day7_8_S38/dramv-distill/vMAG_stats.tsv,23B_Day7_8_S38,23B_Day7_8
60,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Day7_8_S38/dramv-distill/vMAG_stats.tsv,23B_Day7_8_S38,23B_Day7_8
61,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,9.0,6.0,./23B_Day7_9_S38/dramv-distill/vMAG_stats.tsv,23B_Day7_9_S38,23B_Day7_9
62,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,10.0,6.0,./23B_Day7_9_S38/dramv-distill/vMAG_stats.tsv,23B_Day7_9_S38,23B_Day7_9
63,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Day7_9_S38/dramv-distill/vMAG_stats.tsv,23B_Day7_9_S38,23B_Day7_9
64,1__0_partial_1-cat_1,1,False,False,59,7,0,False,0.01694915254237288,1.0,18.0,6.0,20.0,4.0,10.0,./23B_Month3_11_S4/dramv-distill/vMAG_stats.tsv,23B_Month3_11_S4,23B_Month3_11
65,1__1_partial_1-cat_1,1,False,False,50,9,0,True,0.06,3.0,16.0,9.0,8.0,5.0,9.0,./23B_Month3_11_S4/dramv-distill/vMAG_stats.tsv,23B_Month3_11_S4,23B_Month3_11
66,1__2_partial_1-cat_1,1,False,False,17,1,0,False,0.05882352941176471,1.0,0.0,2.0,12.0,0.0,2.0,./23B_Month3_11_S4/dramv-distill/vMAG_stats.tsv,23B_Month3_11_S4,23B_Month3_11
67,1__0_partial_1-cat_1,1,False,False,59,7,0,False,0.01694915254237288,1.0,18.0,6.0,19.0,9.0,6.0,./23B_Month3_10_S42/dramv-distill/vMAG_stats.tsv,23B_Month3_10_S42,23B_Month3_10
68,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,10.0,6.0,./23B_Month3_10_S42/dramv-distill/vMAG_stats.tsv,23B_Month3_10_S42,23B_Month3_10
69,1__2_partial_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Month3_10_S42/dramv-distill/vMAG_stats.tsv,23B_Month3_10_S42,23B_Month3_10
70,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,12.0,17.0,4.0,2.0,./23B_Month3_13_S177/dramv-distill/vMAG_stats.tsv,23B_Month3_13_S177,23B_Month3_13
71,3__0_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,3.0,0.0,2.0,12.0,0.0,0.0,./23B_Month3_13_S177/dramv-distill/vMAG_stats.tsv,23B_Month3_13_S177,23B_Month3_13
72,7__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,4.0,15.0,14.0,5.0,5.0,3.0,./23B_Month3_13_S177/dramv-distill/vMAG_stats.tsv,23B_Month3_13_S177,23B_Month3_13
73,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,5.0,18.0,2.0,17.0,6.0,9.0,./23B_Month3_12_S44/dramv-distill/vMAG_stats.tsv,23B_Month3_12_S44,23B_Month3_12
74,1__1_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,0.0,13.0,0.0,2.0,./23B_Month3_12_S44/dramv-distill/vMAG_stats.tsv,23B_Month3_12_S44,23B_Month3_12
75,5__0_partial_1-cat_1,1,False,False,48,9,0,True,0.0625,10.0,16.0,0.0,6.0,7.0,9.0,./23B_Month3_12_S44/dramv-distill/vMAG_stats.tsv,23B_Month3_12_S44,23B_Month3_12
76,6__0_partial_1-cat_1,1,False,False,42,5,0,False,0.0,4.0,13.0,2.0,11.0,5.0,7.0,./23B_Month3_12_S44/dramv-distill/vMAG_stats.tsv,23B_Month3_12_S44,23B_Month3_12
77,1__0_partial_1-cat_1,1,False,False,50,9,0,True,0.06,8.0,17.0,14.0,7.0,1.0,3.0,./23B_Month3_15_S179/dramv-distill/vMAG_stats.tsv,23B_Month3_15_S179,23B_Month3_15
78,1__1_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./23B_Month3_15_S179/dramv-distill/vMAG_stats.tsv,23B_Month3_15_S179,23B_Month3_15
79,1__2_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,3.0,0.0,2.0,12.0,0.0,0.0,./23B_Month3_15_S179/dramv-distill/vMAG_stats.tsv,23B_Month3_15_S179,23B_Month3_15
80,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,7.0,17.0,9.0,2.0,./23B_Month3_14_S178/dramv-distill/vMAG_stats.tsv,23B_Month3_14_S178,23B_Month3_14
81,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,9.0,7.0,10.0,3.0,./23B_Month3_14_S178/dramv-distill/vMAG_stats.tsv,23B_Month3_14_S178,23B_Month3_14
82,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./23B_Month3_14_S178/dramv-distill/vMAG_stats.tsv,23B_Month3_14_S178,23B_Month3_14
83,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,8.0,18.0,2.0,17.0,1.0,11.0,./23B_Month3_16_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_16_S18,23B_Month3_16
84,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,14.0,16.0,0.0,7.0,1.0,11.0,./23B_Month3_16_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_16_S18,23B_Month3_16
85,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,0.0,13.0,0.0,2.0,./23B_Month3_16_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_16_S18,23B_Month3_16
86,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,9.0,6.0,./23B_Month3_17_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_17_S18,23B_Month3_17
87,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,10.0,6.0,./23B_Month3_17_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_17_S18,23B_Month3_17
88,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Month3_17_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_17_S18,23B_Month3_17
89,1__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,9.0,7.0,10.0,3.0,./23B_Month3_18_S182/dramv-distill/vMAG_stats.tsv,23B_Month3_18_S182,23B_Month3_18
90,1__1_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,7.0,17.0,9.0,2.0,./23B_Month3_18_S182/dramv-distill/vMAG_stats.tsv,23B_Month3_18_S182,23B_Month3_18
91,22__full-cat_1,1,False,False,12,1,0,False,0.0,0.0,1.0,4.0,3.0,4.0,0.0,./23B_Month3_18_S182/dramv-distill/vMAG_stats.tsv,23B_Month3_18_S182,23B_Month3_18
92,2__0_partial_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./23B_Month3_18_S182/dramv-distill/vMAG_stats.tsv,23B_Month3_18_S182,23B_Month3_18
93,46__full-cat_2,2,False,False,11,2,0,False,0.0,0.0,6.0,0.0,3.0,1.0,1.0,./23B_Month3_18_S182/dramv-distill/vMAG_stats.tsv,23B_Month3_18_S182,23B_Month3_18
94,54__full-cat_2,2,False,False,10,2,0,False,0.0,0.0,4.0,0.0,4.0,2.0,0.0,./23B_Month3_18_S182/dramv-distill/vMAG_stats.tsv,23B_Month3_18_S182,23B_Month3_18
95,3__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,7.0,17.0,9.0,2.0,./23B_Month3_19_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_19_S18,23B_Month3_19
96,3__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,9.0,7.0,10.0,3.0,./23B_Month3_19_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_19_S18,23B_Month3_19
97,4__0_partial_1-cat_1,1,False,False,20,3,0,False,0.05,4.0,0.0,2.0,14.0,0.0,0.0,./23B_Month3_19_S18/dramv-distill/vMAG_stats.tsv,23B_Month3_19_S18,23B_Month3_19
98,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,9.0,18.0,2.0,17.0,9.0,2.0,./23B_Month3_1_S/dramv-distill/vMAG_stats.tsv,23B_Month3_1_S,23B_Month3_1
99,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,13.0,16.0,0.0,7.0,10.0,3.0,./23B_Month3_1_S/dramv-distill/vMAG_stats.tsv,23B_Month3_1_S,23B_Month3_1
100,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23B_Month3_1_S/dramv-distill/vMAG_stats.tsv,23B_Month3_1_S,23B_Month3_1
101,10__full_1-cat_1,1,False,False,38,6,0,False,0.07894736842105263,10.0,10.0,0.0,4.0,6.0,8.0,./23B_Month3_20_S184/dramv-distill/vMAG_stats.tsv,23B_Month3_20_S184,23B_Month3_20
102,4__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,5.0,18.0,2.0,18.0,5.0,9.0,./23B_Month3_20_S184/dramv-distill/vMAG_stats.tsv,23B_Month3_20_S184,23B_Month3_20
103,5__0_partial_1-cat_1,1,False,False,20,3,0,False,0.05,3.0,0.0,0.0,14.0,0.0,3.0,./23B_Month3_20_S184/dramv-distill/vMAG_stats.tsv,23B_Month3_20_S184,23B_Month3_20
104,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23B_Month3_21_S185/dramv-distill/vMAG_stats.tsv,23B_Month3_21_S185,23B_Month3_21
105,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23B_Month3_21_S185/dramv-distill/vMAG_stats.tsv,23B_Month3_21_S185,23B_Month3_21
106,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23B_Month3_21_S185/dramv-distill/vMAG_stats.tsv,23B_Month3_21_S185,23B_Month3_21
107,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./23B_Month3_23_S252/dramv-distill/vMAG_stats.tsv,23B_Month3_23_S252,23B_Month3_23
108,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23B_Month3_23_S252/dramv-distill/vMAG_stats.tsv,23B_Month3_23_S252,23B_Month3_23
109,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Month3_23_S252/dramv-distill/vMAG_stats.tsv,23B_Month3_23_S252,23B_Month3_23
110,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,6.0,17.0,1.0,11.0,./23B_Month3_22_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_22_S25,23B_Month3_22
111,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,7.0,16.0,7.0,7.0,1.0,11.0,./23B_Month3_22_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_22_S25,23B_Month3_22
112,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Month3_22_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_22_S25,23B_Month3_22
113,10__full_1-cat_1,1,False,False,39,3,0,False,0.0,0.0,15.0,0.0,14.0,4.0,6.0,./23B_Month3_24_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_24_S25,23B_Month3_24
114,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./23B_Month3_24_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_24_S25,23B_Month3_24
115,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23B_Month3_24_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_24_S25,23B_Month3_24
116,1__2_partial_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23B_Month3_24_S25/dramv-distill/vMAG_stats.tsv,23B_Month3_24_S25,23B_Month3_24
117,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./23B_Month3_2_S34/dramv-distill/vMAG_stats.tsv,23B_Month3_2_S34,23B_Month3_2
