	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
36	rlmC	7.627214816620867	0.001	unweighted	1884	1884
37	mtgA	5.778096504726499	0.001	unweighted	1932	1932
38	carA	9.950100337166642	0.001	unweighted	1933	1933
39	ppdD	10.522905643787748	0.001	unweighted	1934	1934
40	lptF	11.377669210436482	0.001	unweighted	1924	1924
41	phnP	10.443665552396817	0.001	unweighted	1928	1928
42	yeeO	4.969894228493872	0.001	unweighted	1870	1870
43	hemX	14.140771508904157	0.001	unweighted	1904	1904
44	oxc	5.670041203225946	0.001	unweighted	1878	1878
45	yigB	7.875590734158221	0.001	unweighted	1936	1936
46	clpA	5.734420278376888	0.001	unweighted	1916	1916
47	torC	8.04000405834176	0.001	unweighted	1879	1879
48	atzF	10.492438084434195	0.001	unweighted	1882	1882
49	yedW_2	15.390871639094652	0.001	unweighted	1951	1951
50	zntA	11.608164261382582	0.001	unweighted	1880	1880
51	rmf	5.9230278936060845	0.001	unweighted	1931	1931
52	sbmA	20.345706674935176	0.001	unweighted	1882	1882
53	atoS	6.55716502731364	0.001	unweighted	1881	1881
54	citT_2	25.33847302452743	0.001	unweighted	1900	1900
55	yafO	17.063035247831415	0.001	unweighted	1885	1885
56	ymdB	8.36380835401859	0.001	unweighted	1933	1933
57	ygeA	23.245924198791606	0.001	unweighted	1891	1891
58	hemN_1	10.633822473448499	0.001	unweighted	1897	1897
59	gltJ	20.156257416322838	0.001	unweighted	1892	1892
60	prmC	6.454841249869589	0.001	unweighted	1932	1932
61	cbrB	17.02492382775735	0.001	unweighted	1890	1890
62	yfbK	5.829098428386086	0.001	unweighted	1882	1882
63	yjgA	12.485816059899607	0.001	unweighted	1935	1935
64	tus	5.953329103929142	0.001	unweighted	1879	1879
65	kefC	11.838901002683736	0.001	unweighted	1926	1926
66	ypdF	4.4975876896902784	0.002	unweighted	1930	1930
67	fabF_4	28.54940803522302	0.001	unweighted	1891	1891
68	hsdR_2	10.774796976256379	0.001	unweighted	1894	1894
69	hemL	11.259283987251372	0.001	unweighted	1881	1881
70	sucA_1	34.35337994313385	0.001	unweighted	1947	1947
71	yqjE	9.670287735857283	0.001	unweighted	1875	1875
72	tfaE	6.876646510357743	0.001	unweighted	1886	1886
73	pgpB	9.85489119784475	0.001	unweighted	1933	1933
74	gadX	12.03595385674174	0.001	unweighted	1882	1882
75	phnD	12.5647327031233	0.001	unweighted	1882	1882
76	leuO	12.461334331834697	0.001	unweighted	1887	1887
77	gcvP	22.205629074220052	0.001	unweighted	1886	1886
78	ybhB	8.154997505142745	0.001	unweighted	1884	1884
79	purH	11.398814575936482	0.001	unweighted	1933	1933
80	codB_1	15.937924382599542	0.001	unweighted	1948	1948
81	ychO	9.602144770880809	0.001	unweighted	1884	1884
82	lacZ	19.371760947660327	0.001	unweighted	1874	1874
83	ybaK	20.733896119763333	0.001	unweighted	1887	1887
84	eamB	4.742450611889986	0.001	unweighted	1882	1882
85	entC	19.960051127334985	0.001	unweighted	1930	1930
86	rpmJ	12.662134484347956	0.001	unweighted	1935	1935
87	melA	12.395479941147464	0.001	unweighted	1882	1882
88	ddpF	11.439228642583045	0.001	unweighted	1882	1882
89	mcbA_2	8.203307164737607	0.001	unweighted	1898	1898
90	purB	9.385582410644028	0.001	unweighted	1874	1874
91	nrfC	10.455959141681156	0.001	unweighted	1882	1882
92	ynjE	5.398787119894052	0.001	unweighted	1885	1885
93	rsxB	3.9972982891805207	0.003	unweighted	1935	1935
94	ycaL	5.682556434978909	0.001	unweighted	1933	1933
95	ybfF	19.07674080126491	0.001	unweighted	1892	1892
96	ttdB	10.180542675009086	0.001	unweighted	1879	1879
97	ychE	8.249558767347567	0.001	unweighted	1933	1933
98	ybaA	20.23530046190797	0.001	unweighted	1886	1886
99	rutC_1	6.050774844628444	0.001	unweighted	1940	1940
100	mrcB	11.305279614165448	0.001	unweighted	1874	1874
101	deoR_2	27.404212184953412	0.001	unweighted	1897	1897
102	cas6f	5.127651957733332	0.001	unweighted	1923	1923
103	nfuA	8.825220140629165	0.001	unweighted	1928	1928
104	rfbD	5.5713963297715905	0.001	unweighted	1883	1883
105	yjiE	11.84667617307405	0.001	unweighted	1880	1880
106	hcpA_2	12.172928019522361	0.001	unweighted	1915	1915
107	caiD	12.013448044444553	0.001	unweighted	1882	1882
108	ykgF	17.56167266407341	0.001	unweighted	1879	1879
109	ygbL	23.705640618288516	0.001	unweighted	1884	1884
110	ypdB_2	4.144207747689707	0.001	unweighted	1947	1947
111	matP	8.431496161835895	0.001	unweighted	1879	1879
112	yqeA_2	8.822829960386217	0.001	unweighted	1896	1896
113	yebV	6.684096459479414	0.001	unweighted	1887	1887
114	hemF	2.813110937876468	0.009	unweighted	1932	1932
115	fimI_3	22.06383645169709	0.001	unweighted	1889	1889
116	nadD	20.191532391490416	0.001	unweighted	1889	1889
117	ushA_2	15.810558347847968	0.001	unweighted	1899	1899
118	phnN	10.413752735493421	0.001	unweighted	1928	1928
119	leuE	6.231439346109304	0.001	unweighted	1888	1888
120	murG	11.973908695951186	0.001	unweighted	1935	1935
121	brnQ	19.844399200378344	0.001	unweighted	1879	1879
122	higB-2_2	10.110640166213129	0.001	unweighted	1899	1899
123	fabG_3	17.863959897774567	0.001	unweighted	1944	1944
124	mbeC	2.881004122387868	0.017	unweighted	1733	1733
125	ydfJ	4.54838159543186	0.002	unweighted	1925	1925
126	yijD	11.478236265706911	0.001	unweighted	1888	1888
127	pdhR	11.281560161178614	0.001	unweighted	1929	1929
128	mlrA	4.7279833233437385	0.002	unweighted	1886	1886
129	ydaM	11.332628732688889	0.001	unweighted	1878	1878
130	nuoK	6.465519013944634	0.001	unweighted	1935	1935
131	xthA	5.698989702626062	0.001	unweighted	1887	1887
132	esiB_2	17.270021208043165	0.001	unweighted	1934	1934
133	udp	10.13901743191966	0.001	unweighted	1881	1881
134	yidJ	17.3845611902954	0.001	unweighted	1896	1896
135	ppiB	15.67850977931418	0.001	unweighted	1936	1936
136	yghS	9.139351462008081	0.001	unweighted	1886	1886
137	yfaW	5.651305184605623	0.001	unweighted	1881	1881
138	chbB_2	5.267638362651157	0.001	unweighted	1891	1891
139	hipA	5.294095138660843	0.001	unweighted	1886	1886
140	aroA	5.990649978845628	0.001	unweighted	1933	1933
141	thiG	9.034748766919071	0.001	unweighted	1936	1936
142	ygaZ	19.334840903415007	0.001	unweighted	1926	1926
143	glpQ	5.635260056240268	0.001	unweighted	1883	1883
144	allD_2	29.281946378581956	0.001	unweighted	1900	1900
145	dcyD	6.596843262266022	0.001	unweighted	1883	1883
146	narG	7.2572734147968	0.001	unweighted	1917	1917
147	mdtK	5.705622953793732	0.001	unweighted	1883	1883
148	ulaA_2	17.103168873692713	0.001	unweighted	1899	1899
149	yliI	5.2331185697773845	0.001	unweighted	1937	1937
150	metF	11.510128569070877	0.001	unweighted	1931	1931
151	typA	8.38074363955654	0.001	unweighted	1935	1935
152	btuF	11.483200586420647	0.001	unweighted	1885	1885
153	ybbW	19.449689942174025	0.001	unweighted	1878	1878
154	hofN	12.488053686425129	0.001	unweighted	1880	1880
155	iscA	2.8386286571940396	0.008	unweighted	1940	1940
156	flgF_2	31.66730711371948	0.001	unweighted	1896	1896
157	ycbZ	5.838010444352834	0.001	unweighted	1928	1928
158	waaJ_2	18.681623109719467	0.001	unweighted	1892	1892
159	virB4	3.6010322329967432	0.005	unweighted	1895	1895
160	atpG	13.250408951979525	0.001	unweighted	1941	1941
161	flhA_2	16.299136269594996	0.001	unweighted	1942	1942
162	slyA	5.603233774626351	0.001	unweighted	1881	1881
163	katG	11.965209386850717	0.001	unweighted	1883	1883
164	mdtA	5.186573616836314	0.001	unweighted	1880	1880
165	metL	11.47819040594357	0.001	unweighted	1879	1879
166	dhaR_1	35.100511069694896	0.001	unweighted	1896	1896
167	fecD_2	10.317206255091085	0.001	unweighted	1949	1949
168	malK_2	36.480626587842394	0.001	unweighted	1929	1929
169	fumB	12.022526744159773	0.001	unweighted	1880	1880
170	msrA	12.641001876116217	0.001	unweighted	1936	1936
171	ybeZ	15.059541813004218	0.001	unweighted	1935	1935
172	rimL	10.450973181279176	0.001	unweighted	1913	1913
173	deoA	11.583330488661295	0.001	unweighted	1931	1931
174	kduD_2	26.093533980311268	0.001	unweighted	1946	1946
175	yehC	5.011168483369901	0.001	unweighted	1876	1876
176	rayT	7.737201299177783	0.001	unweighted	1928	1928
177	intB_3	27.28812766416546	0.001	unweighted	1892	1892
178	yeaJ	4.796623662981956	0.001	unweighted	1886	1886
179	eutM_1	6.036512122386463	0.001	unweighted	1898	1898
180	artP	7.389226699138761	0.001	unweighted	1886	1886
181	iaaA	8.168513218963207	0.001	unweighted	1883	1883
182	ccmE	4.76267027045649	0.001	unweighted	1931	1931
183	yefM	3.8352799796298287	0.007	unweighted	1933	1933
184	nuoA	6.184938045385142	0.001	unweighted	1888	1888
185	xanQ	23.201267230918546	0.001	unweighted	1888	1888
186	yhjC	17.39118011727241	0.001	unweighted	1880	1880
187	bfpA	6.370221389180016	0.001	unweighted	1862	1862
188	thiM	4.535192878815599	0.001	unweighted	1878	1878
189	aroK	12.242991681324355	0.001	unweighted	1874	1874
190	wrbA_1	19.856831282164382	0.001	unweighted	1898	1898
191	arfB	11.324125497518555	0.001	unweighted	1933	1933
192	sspB	6.043050253089644	0.001	unweighted	1932	1932
193	rtcR	8.940778428287357	0.001	unweighted	1924	1924
194	ygaP	23.128190723914454	0.001	unweighted	1887	1887
195	ldcA	7.949323311418254	0.001	unweighted	1931	1931
196	fabH	9.110232101924721	0.001	unweighted	1881	1881
197	eutK	5.416271817031447	0.001	unweighted	1882	1882
198	rfaL	17.943528681144226	0.001	unweighted	1884	1884
199	tatE	20.867039948442386	0.001	unweighted	1878	1878
200	ghoS	12.218732992096887	0.001	unweighted	1888	1888
201	xerC_1	34.32613408577866	0.001	unweighted	1951	1951
202	hupB	20.13549969719383	0.001	unweighted	1891	1891
203	cheB	5.429608619599197	0.001	unweighted	1880	1880
204	flhB_1	3.970758450309702	0.001	unweighted	1948	1948
205	ltaE	7.664209391917433	0.001	unweighted	1885	1885
206	hofP	12.568893964704984	0.001	unweighted	1873	1873
207	rcbA	12.755055992596382	0.001	unweighted	1892	1892
208	yqiG	9.366683887439548	0.001	unweighted	1873	1873
209	thrB	10.139649689727266	0.001	unweighted	1934	1934
210	arsC	10.87975837410516	0.001	unweighted	1925	1925
211	yafX_2	36.79001254078408	0.001	unweighted	1766	1766
212	rmuC	10.2602027619791	0.001	unweighted	1932	1932
213	yehW	4.590646007805825	0.001	unweighted	1884	1884
214	yhdY	8.72015403395899	0.001	unweighted	1933	1933
215	glpG_1	22.718284278744225	0.001	unweighted	1947	1947
216	nanE	8.325781660354894	0.001	unweighted	1879	1879
217	yhjH_1	31.40120766743917	0.001	unweighted	1897	1897
218	sppA	5.452179295384043	0.001	unweighted	1881	1881
219	narY	17.47135090224376	0.001	unweighted	1921	1921
220	cueR	21.366105974910532	0.001	unweighted	1892	1892
221	yjjM	13.011626337522703	0.001	unweighted	1883	1883
222	cadB	10.28505725817576	0.001	unweighted	1934	1934
223	ulaE	13.236387517935592	0.001	unweighted	1889	1889
224	yjcD	10.905406366039998	0.001	unweighted	1883	1883
225	yjdC	11.101010979379895	0.001	unweighted	1928	1928
226	eutN_2	4.980415170499951	0.001	unweighted	1897	1897
227	lgt	19.044989430715752	0.001	unweighted	1929	1929
228	chbA_1	6.06762468845737	0.001	unweighted	1895	1895
229	ydhP	6.287765884342312	0.002	unweighted	1882	1882
230	rluD	20.146116700171437	0.001	unweighted	1932	1932
231	astC	5.546117087733188	0.001	unweighted	1875	1875
232	glpE	12.844797671518354	0.001	unweighted	1918	1918
233	ygfI	21.973891738271202	0.001	unweighted	1886	1886
234	yjjG	12.585451839979376	0.001	unweighted	1887	1887
235	lplA	11.807810125654862	0.001	unweighted	1886	1886
236	secD	15.866328237397692	0.001	unweighted	1933	1933
237	yghG	8.373737282864024	0.001	unweighted	1887	1887
238	malI	6.288474954807903	0.001	unweighted	1880	1880
239	thiS	9.99251172618086	0.001	unweighted	1937	1937
240	fliK	4.208237935245138	0.001	unweighted	1935	1935
241	gspO	8.497255376142045	0.001	unweighted	1887	1887
242	pbpG	5.573999261733541	0.001	unweighted	1933	1933
243	metR	9.83170620406966	0.001	unweighted	1878	1878
244	btuR	10.557512022239605	0.001	unweighted	1930	1930
245	nhaA	11.922430296179888	0.001	unweighted	1881	1881
246	rffA	10.120587836533115	0.001	unweighted	1866	1866
247	eutA	5.650037903512999	0.001	unweighted	1881	1881
248	fucR	21.413471947350093	0.001	unweighted	1886	1886
249	pabB	4.583567845180386	0.001	unweighted	1925	1925
250	tktA_1	18.784836231304354	0.001	unweighted	1948	1948
251	flgE_1	32.390872732362546	0.001	unweighted	1896	1896
252	ulaB_1	28.8924938410378	0.001	unweighted	1898	1898
253	yceI	6.433761412034039	0.001	unweighted	1927	1927
254	mdoD	12.098778228679038	0.001	unweighted	1864	1864
255	sufS	5.127753064927782	0.002	unweighted	1881	1881
256	iscU	4.5428075341074745	0.001	unweighted	1940	1940
257	recN	23.96844787877603	0.001	unweighted	1931	1931
258	ppc	11.141188928672051	0.001	unweighted	1932	1932
259	folD	15.55249042804601	0.001	unweighted	1934	1934
260	ompT	19.104768535094394	0.001	unweighted	1882	1882
261	yihV_2	9.508609708851488	0.001	unweighted	1899	1899
262	ytfQ	12.628313970374395	0.001	unweighted	1887	1887
263	nicS	13.071479126653797	0.001	unweighted	1882	1882
264	dsbD	11.976269159329155	0.001	unweighted	1878	1878
265	emrD	17.875081687570813	0.001	unweighted	1890	1890
266	rseC	4.333041986429925	0.001	unweighted	1939	1939
267	dppA	17.533606809360002	0.001	unweighted	1881	1881
268	waaC	18.8874872974489	0.001	unweighted	1934	1934
269	arnB_2	4.037693702852148	0.001	unweighted	1938	1938
270	yrbL	8.047388103609498	0.001	unweighted	1881	1881
271	ssuD	8.37036235871916	0.001	unweighted	1879	1879
272	ygcQ	22.932619452408673	0.001	unweighted	1887	1887
273	kbaZ_1	7.532515293156985	0.001	unweighted	1899	1899
274	dcuA	12.208593395007782	0.001	unweighted	1874	1874
275	oppD	9.395910339635039	0.001	unweighted	1882	1882
276	pdxK	5.475863324600739	0.001	unweighted	1884	1884
277	galF	5.064742133501817	0.001	unweighted	1881	1881
278	pspE	10.871781062834922	0.001	unweighted	1882	1882
279	pflB_1	13.811682960140581	0.001	unweighted	1895	1895
280	nudI	5.924762742839429	0.001	unweighted	1880	1880
281	yhaK	9.510279386536972	0.001	unweighted	1876	1876
282	fryA	5.984003715337587	0.001	unweighted	1882	1882
283	yjtD	12.027468876236123	0.001	unweighted	1890	1890
284	yddA	5.830486603879837	0.001	unweighted	1877	1877
285	ydcF	11.492635718598676	0.001	unweighted	1864	1864
286	yejB	5.498261263191617	0.001	unweighted	1883	1883
287	napF	4.617895071209624	0.001	unweighted	1928	1928
288	malY_3	6.567212464894679	0.001	unweighted	1884	1884
289	vnfA	17.211534716154592	0.001	unweighted	1881	1881
290	yfcV	5.311921475509663	0.001	unweighted	1880	1880
291	ygjR	9.67355278665705	0.001	unweighted	1877	1877
292	ydjE	5.772562303074654	0.001	unweighted	1927	1927
293	tsaE	9.978573194010924	0.001	unweighted	1937	1937
294	yifK	9.451972597773882	0.001	unweighted	1867	1867
295	moeB	5.2997163775081155	0.001	unweighted	1932	1932
296	ycjY_2	17.45486200091682	0.001	unweighted	1945	1945
297	rspA_2	10.97686678478501	0.001	unweighted	1897	1897
298	araE_2	23.38240530877159	0.001	unweighted	1897	1897
299	ydcL	12.897706485165557	0.001	unweighted	1863	1863
300	glnL	9.1741302835997	0.001	unweighted	1934	1934
301	yejH	5.846783090771584	0.001	unweighted	1926	1926
302	rutA	5.898117144496785	0.001	unweighted	1876	1876
303	prpB	19.97341354879079	0.001	unweighted	1884	1884
304	nudC	8.808872619306415	0.001	unweighted	1930	1930
305	intE	10.030656024112037	0.001	unweighted	1874	1874
306	ftsX	8.751925956744216	0.001	unweighted	1929	1929
307	tamA	13.040366683265912	0.001	unweighted	1935	1935
308	recD	19.1639495042177	0.001	unweighted	1938	1938
309	fimC_3	5.606378196778471	0.001	unweighted	1896	1896
310	gmr	10.031699130364883	0.001	unweighted	1874	1874
311	bamA	9.832677126812301	0.001	unweighted	1923	1923
312	rplW	6.168901557896333	0.001	unweighted	1930	1930
313	parE	8.828679370742956	0.001	unweighted	1933	1933
314	rhaD	11.073883898041075	0.001	unweighted	1892	1892
315	gsiA	5.5207782649326145	0.001	unweighted	1927	1927
316	dksA	11.279119538457115	0.001	unweighted	1883	1883
317	znuB_1	5.114423882215072	0.001	unweighted	1947	1947
318	hflC_2	28.870824040158144	0.001	unweighted	1946	1946
319	hybB	9.530165748428695	0.001	unweighted	1889	1889
320	waaI	17.456520597839596	0.001	unweighted	1883	1883
321	pagP	19.759321832991866	0.001	unweighted	1881	1881
322	sapC	11.478531160506082	0.001	unweighted	1876	1876
323	ycjZ_1	3.5439500606258134	0.001	unweighted	1946	1946
324	rspB_1	6.5245442936312825	0.001	unweighted	1897	1897
325	yfdE	5.761561744461325	0.001	unweighted	1886	1886
326	xapR	4.785366828409648	0.001	unweighted	1882	1882
327	infC	5.373953242908954	0.001	unweighted	1934	1934
328	sdhA	17.70116253597226	0.001	unweighted	1890	1890
329	neo	14.910953674544169	0.001	unweighted	1932	1932
330	ygcO	22.83890020490923	0.001	unweighted	1886	1886
331	hscA	4.864217184447464	0.001	unweighted	1935	1935
332	wzc	5.546207959980756	0.001	unweighted	1932	1932
333	higA	9.648937083746342	0.001	unweighted	1877	1877
334	livK	11.43740281737385	0.001	unweighted	1925	1925
335	ssnA	22.311365661586713	0.001	unweighted	1886	1886
336	hdeA	12.624682571472928	0.001	unweighted	1879	1879
337	ybgE	18.3606612761708	0.001	unweighted	1890	1890
338	sdsP_2	11.237272489179718	0.001	unweighted	1896	1896
339	fusA	10.679182302896686	0.001	unweighted	1863	1863
340	rplC	5.744002158232084	0.001	unweighted	1928	1928
341	yciF	10.651189946158958	0.001	unweighted	1881	1881
342	yneH	3.90023337602091	0.004	unweighted	1933	1933
343	ftsL	11.287498517282442	0.001	unweighted	1937	1937
344	obgE	6.092057252335922	0.001	unweighted	1931	1931
345	hypD	23.301566123014357	0.001	unweighted	1888	1888
346	mak_1	12.471670592727175	0.001	unweighted	1898	1898
347	xdhD	22.464186542192337	0.001	unweighted	1932	1932
348	lapA	10.310466265557142	0.001	unweighted	1882	1882
349	intS_1	9.394930475729133	0.001	unweighted	1936	1936
350	tabA_3	24.7623911804406	0.001	unweighted	1897	1897
351	zapA	21.880023915650927	0.001	unweighted	1932	1932
352	tnaA	17.37036362756381	0.001	unweighted	1891	1891
353	wcaM	5.057964185393922	0.001	unweighted	1886	1886
354	folP	5.579209488710337	0.001	unweighted	1936	1936
355	gatB_2	23.83398472650379	0.001	unweighted	1896	1896
356	acpP_3	21.94764682177157	0.001	unweighted	1893	1893
357	rplI	12.353139531755506	0.001	unweighted	1936	1936
358	miaA	10.376009985436903	0.001	unweighted	1936	1936
359	adhE_2	9.916620003578213	0.001	unweighted	1896	1896
360	nsrR	10.338567586483496	0.001	unweighted	1933	1933
361	yaiV	19.952209787501562	0.001	unweighted	1889	1889
362	ytfE	13.073126072798415	0.001	unweighted	1883	1883
363	tsx_2	10.443918403747837	0.001	unweighted	1897	1897
364	hflX	12.75332481693304	0.001	unweighted	1932	1932
365	sdaB	22.71653980075095	0.001	unweighted	1883	1883
366	ygcE	22.766951942417393	0.001	unweighted	1932	1932
367	yhfX	12.023841320761846	0.001	unweighted	1870	1870
368	crp	10.770165487547805	0.001	unweighted	1871	1871
369	ghrB_1	25.435714610466498	0.001	unweighted	1950	1950
370	galR	23.845391972816028	0.001	unweighted	1894	1894
371	fliA_2	23.05073284395871	0.001	unweighted	1897	1897
372	kbaY_2	20.746927886112747	0.001	unweighted	1901	1901
373	ydiM	5.523533229175523	0.001	unweighted	1882	1882
374	yibD	18.182402950781608	0.001	unweighted	1889	1889
375	ydgC	4.361595938770595	0.001	unweighted	1935	1935
376	yeeT_1	28.33813512212335	0.001	unweighted	1884	1884
377	uxaB	6.2022276233844735	0.001	unweighted	1885	1885
378	proV	24.330832580725513	0.001	unweighted	1883	1883
379	argA	20.074265413355494	0.001	unweighted	1938	1938
380	yggT	22.004573178598857	0.001	unweighted	1924	1924
381	trpR	11.480064316880828	0.001	unweighted	1890	1890
382	fhuC_1	26.922895636180623	0.001	unweighted	1949	1949
383	ygiZ	9.937975165342957	0.001	unweighted	1877	1877
384	bioD	6.517651309897689	0.001	unweighted	1932	1932
385	cyoA	20.193130733278544	0.001	unweighted	1892	1892
386	yadN	11.351923902205671	0.001	unweighted	1880	1880
387	tusE	5.817211671132736	0.001	unweighted	1936	1936
388	rpsC	5.720380667734296	0.001	unweighted	1930	1930
389	imm_3	11.34053214920803	0.001	unweighted	1872	1872
390	ycdT	5.124770288274107	0.001	unweighted	1871	1871
391	ribA	7.405110503555892	0.001	unweighted	1931	1931
392	nirC	9.670506004757684	0.001	unweighted	1870	1870
393	rhlB	7.830610497011438	0.001	unweighted	1913	1913
394	frwB_2	9.261799728084476	0.001	unweighted	1899	1899
395	fadR	9.686875166163594	0.001	unweighted	1928	1928
396	php	11.862224780843256	0.001	unweighted	1875	1875
397	rpsI	8.422516457145163	0.001	unweighted	1928	1928
398	evgS	5.81394670364364	0.001	unweighted	1881	1881
399	yiaN_1	25.951560902564754	0.001	unweighted	1951	1951
400	rraA	9.07572339718271	0.001	unweighted	1937	1937
401	ylaC	20.72362113988238	0.001	unweighted	1890	1890
402	sodC	6.11679022679988	0.001	unweighted	1881	1881
403	uidR	6.942973710593235	0.001	unweighted	1878	1878
404	ycjP	10.903192513628074	0.001	unweighted	1884	1884
405	lpxC	11.437650877704677	0.001	unweighted	1932	1932
406	yibN	17.62733155313394	0.001	unweighted	1935	1935
407	yegD	5.373424410923688	0.001	unweighted	1934	1934
408	cysW	5.33183972145259	0.001	unweighted	1882	1882
409	pphA	6.718460975099453	0.001	unweighted	1885	1885
410	ydgI	6.290037002199825	0.001	unweighted	1874	1874
411	tppB	5.878100454471332	0.001	unweighted	1871	1871
412	ogrK	7.0306351276552075	0.001	unweighted	1883	1883
413	icd_1	9.459412666017158	0.001	unweighted	1926	1926
414	radA	8.91187858363289	0.001	unweighted	1928	1928
415	dadA	10.035528190726025	0.001	unweighted	1886	1886
416	ispD	18.793151057756173	0.001	unweighted	1930	1930
417	potC	9.750189819421168	0.001	unweighted	1880	1880
418	csgA	9.102829974769888	0.001	unweighted	1887	1887
419	aaeX	6.661964932908006	0.001	unweighted	1936	1936
420	surE	21.721289327114395	0.001	unweighted	1930	1930
421	fur	18.259041968070367	0.001	unweighted	1888	1888
422	hbp	17.02729616383462	0.001	unweighted	1877	1877
423	rpoA	13.69947526834601	0.001	unweighted	1936	1936
424	ybdG	20.85944155391285	0.001	unweighted	1933	1933
425	ybjI	7.6446978619205845	0.001	unweighted	1888	1888
426	yccM	7.656469868711953	0.001	unweighted	1889	1889
427	aceB	10.710542329842959	0.001	unweighted	1882	1882
428	nrdB	4.303331215545406	0.001	unweighted	1930	1930
429	fimZ_5	16.663564717519588	0.001	unweighted	1945	1945
430	yphC	5.119577517135385	0.002	unweighted	1880	1880
431	fimD_2	26.607822084258395	0.001	unweighted	1947	1947
432	rnhA	8.588851306124916	0.001	unweighted	1936	1936
433	flgL_2	21.395772410984364	0.001	unweighted	1898	1898
434	cysC	22.81182141991477	0.001	unweighted	1881	1881
435	ydiS	3.9174815020101588	0.001	unweighted	1929	1929
436	ygiD	6.756985826224573	0.001	unweighted	1928	1928
437	gatA	5.3761172508241835	0.001	unweighted	1881	1881
438	ybjS_1	7.203196573732328	0.001	unweighted	1947	1947
439	mlaD	5.879252446359301	0.001	unweighted	1933	1933
440	yraP	7.171772902337921	0.001	unweighted	1936	1936
441	dltA_2	3.497677520464909	0.002	unweighted	1951	1951
442	mnaT	9.797134252210897	0.001	unweighted	1908	1908
443	cirA_1	16.358893036130286	0.001	unweighted	1946	1946
444	cysI	22.321047843585756	0.001	unweighted	1889	1889
445	yqhD	9.625431792496098	0.001	unweighted	1881	1881
446	cidA_1	5.646336372035152	0.001	unweighted	1895	1895
447	fdnH	19.10698999774758	0.001	unweighted	1879	1879
448	bglG_1	19.786377823720606	0.001	unweighted	1893	1893
449	ygiN	9.354344241463457	0.001	unweighted	1886	1886
450	fsaA	7.554632956597179	0.001	unweighted	1884	1884
451	proB	13.17869413798208	0.001	unweighted	1930	1930
452	ydfI_1	20.71427966072008	0.001	unweighted	1898	1898
453	yfiC	4.611479142241794	0.002	unweighted	1886	1886
454	csiE	4.6158754611926645	0.001	unweighted	1887	1887
455	potI	7.819230645654653	0.001	unweighted	1885	1885
456	gpmM	18.629332499489564	0.001	unweighted	1932	1932
457	aaeR	8.568099720963684	0.001	unweighted	1885	1885
458	barA	22.584490820884927	0.001	unweighted	1882	1882
459	fadL	5.4045228989370395	0.001	unweighted	1883	1883
460	grxB	8.897231768662568	0.001	unweighted	1885	1885
461	ybdM	20.264237970677854	0.001	unweighted	1939	1939
462	flu_1	27.90590623085411	0.001	unweighted	1897	1897
463	yohC	5.337048054418885	0.001	unweighted	1885	1885
464	ybcJ	19.715876158467776	0.001	unweighted	1888	1888
465	ycjN	11.560259249734854	0.001	unweighted	1883	1883
466	nrdH	23.359579496539762	0.001	unweighted	1891	1891
467	ybjC	7.023744258187078	0.001	unweighted	1881	1881
